URL,Perceptual_similarity,Text_similarity,TesturlAtSymbol,TesturlDasheSymbol,TesturlDotSymbol,TestGoodCheckpwdCreditcard,TestGoodMatchDomainTitle,TestGoodRP,TestIPAdress,TestGoodurLength,y
http://tucsonstorefixtures.com,10,2,1,1,1,1,-1,1,1,1,1
http://authentica.ru,3,0,1,1,1,-1,1,-1,1,1,1
http://albel.intnet.mu/File/download_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid=,26,-52,1,1,1,-1,-1,1,1,-1,-1
http://smallislandent.com/mboc/wp-content/themes/newstoday/images/bill.aol.com.php,0,0,1,1,1,-1,-1,1,1,-1,-1
http://153284594738391.statictab.com/2506080?signed_request=vLSGIn9-mAPLo6LyP7j3KlFSRK21rVpIY43KPlBTDWI.eyJhbGdvcml0aG0iOiJITUFDLVNIQTI1NiIsImlzc3VlZF9hdCI6MTQxNjU0NDIzNywicGFnZSI6eyJpZCI6IjQ2MDk4ODc5NzI3ODA2NyIsImFkbWluIjpmYWxzZSwibGlrZWQiOnRydWV9LCJ1c,26,0,1,1,1,-1,-1,-1,1,-1,-1
http://stantonchase.com.tr/NEW/Google/index.php.htm,22,-53,1,1,1,-1,-1,1,1,1,-1
http://glamorous.hk/secure/signin.htm,-1,-1,1,1,1,-1,-1,-1,1,1,-1
http://cache.nebula.phx3.secureserver.net/obj/RDZBM0RBREIzM0FFQkE4Mjg2RUE6ZWFjNWYwM2JiZjM4YjU1MDk1NzFiOTZkMWFkZWQ4ODE6Ojo6,3,-52,1,1,-1,1,-1,-1,1,-1,-1
http://0s.or3ws5dumvzc4y3pnu.xwerty.ru/signup,17,-1,1,1,1,1,-1,-1,1,1,-1
http://drive.google.com.arablatrade.com/google.php,-4,0,1,1,-1,-1,-1,-1,1,1,-1
http://www.motomach3.cz/admin/Activation/cmd%3D_login-run%26dispatch%3D/PayPal/webscrcmd%3D_login-submit%26dispatch%3D5885d80a13c0db1ffc45dc241d84e9538c532da79baccf7c26f850d773643350/fr/,0,0,1,1,1,-1,1,1,1,-1,-1
http://princestudio.net/tienda/libraries/joomla/BT/index.php,1,0,1,1,1,-1,-1,-1,1,1,-1
http://ads.nowfeelme.com/~catherin/paypal.account.confirm/login.php,0,0,1,1,1,1,-1,1,1,1,-1
http://dinas.tomsk.ru/err/?www.paypal.ch/ch/cgi-bin/webscr1.htm?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4r4ere32132,0,0,1,1,1,1,-1,1,1,-1,-1
http://creditiperhabbogratissicuro100.blogspot.com/2011/02/habbo-crediti-gratis-sicuro-100.html,2,2,1,1,1,-1,-1,1,1,-1,-1
https://sites.google.com/site/freehabbocoinsgbbo00/,0,1,1,1,1,-1,-1,1,1,1,-1
http://mundovirtualhabbo.blogspot.com/2009_01_01_archive.html,4,1,1,1,1,-1,-1,-1,1,1,-1
http://aijcs.blogspot.com/2005/03/colourful-life-of-aij.html,2,2,1,1,1,-1,-1,1,1,1,-1
http://tnet.at.ua/index/0-13,3,-2,1,1,1,-1,-1,-1,1,1,-1
http://tudu-free.blogspot.com/2008/02/jogos-java-aplicativos.html#footer-wrap2,2,4,1,1,1,-1,-1,-1,1,1,-1
http://32.19.192.35.bc.googleusercontent.com/app/Acesso_Bankline/acesso/index.php,0,-1,1,1,-1,1,-1,1,-1,-1,-1
http://162.144.118.202/it/frp/dmu/xfinity/login.html,-1,-55,1,1,1,-1,-1,-1,-1,1,-1
http://191.6.148.33/944/cambio/sefi-servicos-financeiros-internacionais/cadastro/pessoa-juridica-cadastro-resumido.html,5,2,1,1,1,1,-1,1,-1,-1,-1
http://209.240.108.177/rap/298656954a7b841bda3b99f34e83f2e9/,-1,-3,1,1,1,-1,-1,-1,-1,1,-1
http://74.220.202.158/zeeewo/hinet/2.php,-1,0,1,1,1,-1,-1,1,-1,1,-1
http://194.182.87.22/gd3/,30,50,1,1,1,1,-1,-1,-1,1,-1
https://2ed8a364-896c-4965-b6c7-e38f88fa82ce.htmlpasta.com/,1,-55,1,-1,1,1,-1,-1,1,1,-1
https://www.facturas.apple.com.us-a.top/,-2,-3,1,1,-1,1,-1,-1,1,1,-1
http://173.249.63.63:8083/sga/login.xhtml,18,0,1,1,1,-1,-1,1,-1,1,-1
http://91522094.eresa.club/NlJlcmliQm1aSlNmaW1YcUgrWVdvUT09_39045442.asp,0,0,1,1,1,1,-1,1,1,1,-1
http://98118312.reas.xyz/NlJlcmliQm1aSlNmaW1YcUgrWVdvUT09_81865723.go,0,0,1,1,1,1,-1,1,1,1,-1
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin,8,3,1,1,1,-1,-1,-1,-1,1,-1
http://74.124.217.149/~homieg07/85-complete-sales-funnels.pdf,0,0,1,1,1,1,-1,1,-1,1,-1
http://193.135.153.242/sunrise_mapplus/core/sso/login.php,0,0,1,1,1,-1,-1,1,-1,1,-1
http://xn--mythrwallet-019ec.com/,0,0,1,-1,1,1,1,-1,1,1,-1
http://mb-01-mail.net/t.htm?u=/e/3/53275/3/t835/r16ufmmgimfjahpomojyopviisumzjffgmb/r.aspx,0,0,1,-1,1,1,-1,1,1,-1,-1
http://u0752555.cp.regruhosting.ru/ATTENCION.ALERTADO.INNHGH.787/KAR.lotadiga.commtrau.innhng.loi8788/pass.html,-2,2,1,1,1,1,-1,-1,1,-1,-1
http://profinishmi.com/dd/Upgrade/verify/mail.php?email=abuse@groupero,-3,3,-1,1,1,1,-1,1,1,1,-1
http://pietarinkatulapset.com/blog/profile/,0,0,1,1,1,1,-1,1,1,1,-1
http://hotels-online.net//redirect.php?email=info@gmail.com,0,0,-1,1,1,1,-1,1,1,1,-1
http://cmdlin3.com/wp-admin/web/index.php?Emailu003dabuse@ms.showtower,15,-52,-1,1,1,-1,-1,1,1,1,-1
http://am-t.by/library/2016/cache/aze/index/?rand=13inboxlightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13inboxlight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@asrt,20,-1,-1,1,1,-1,-1,-1,1,-1,-1
http://000o4n8.wcomhost.com/smart/customer_center/customer-IDPP00C635/myaccount/success/?cmd=_session=&amp;f843b465c7466a3bdd1f6c1b75e8029a&amp;dispatch=335572cdde9b329310e6e7b0934c8e2587514bef,0,-3,1,1,1,1,-1,-1,1,-1,-1
http://www.artsmooc.org/modules/forum/9aa46b1c80f77b319a4661a1a9bd420e/login.php?cmd=_account-details&amp;session=33e6820aefea86b03845f278eaec5b95&amp;dispatch=8425e32f186b1b1cd614832f80fbef5d826a1c2b,0,0,1,1,1,-1,-1,1,1,-1,-1
http://projektkolektyw.pl/po/%253f69a0e99a578b62a67503998b4e059bf9/,-4,-2,1,1,1,-1,1,-1,1,1,-1
http://ivangencheff.com.au/wp-includes/ads/857d8f77148e66f39abcafb79c639b76/login.php,0,0,1,1,1,1,-1,1,1,-1,-1
https://www.meragem.com/meragem/wp-includes/pomo/percel/login.php?rand=13inboxlightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13inboxlight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13inboxlight.aspx?n=1774256418&amp;fid=4,25,51,1,1,1,-1,-1,1,1,-1,-1
http://versache09.webcindario.com/app/facebook.com/?lang=en&amp;key=r70in,0,0,1,1,1,1,-1,1,1,1,-1
http://appleid.apple.com-en.securelineapps.com/IlOysTgNjFrGtHtEAwVo/,0,0,1,1,-1,1,-1,1,1,1,-1
https://errictandalex.kenaidanceta.com/www.spk.de/spk.sicherheit.htm,0,0,1,1,1,-1,-1,1,1,1,-1
http://hannibalelmistico.com/visi/care/signin/myaccount/signin/,0,-1,1,1,1,-1,-1,-1,1,1,-1
https://halamakidis.cloudaccess.host/wp-content/uploads/2019/07/netflix/87zrazsazr4a9raz/index.php,0,5,1,1,1,1,-1,1,1,-1,-1
http://ww17.login-appleid.apple.com.alert-wode.com/?fp=/aGOvr1pgt3RfjXCn3ZPQ9eXkoRne0sLXnJEGZdYQTKFoTxZjauRMXzRzKWqlpGaeO8eWDiKsFNcypgweiIIGMq2/sf3jjVeuSpPYuTecxLFnwHi7/cn9Tx49dWfNyM/ITHd7Kc/ICSzP3FE5G02xoaQGmmiF6dksBLNHUp4g=&amp;prvtof=LMBXC1Jovo0jpPAJm5pBL5WVAigBDhuWwIBk7r1kzJA=&amp;poru=RSO6AcZav98xYYtWl35IXqzqHABvC5yW4TMJg6OW4TR3YTXX71rX3tGpe0lavPCyF88xqE9XzJwQJmGw8D7w==,0,50,1,1,-1,1,-1,1,1,-1,-1
http://tinyurl.com/BBATENDIMENTODlGlTAL,12,-52,1,1,1,1,1,1,1,1,-1
http://halamakidis.cloudaccess.host/wp-content/uploads/2019/07/netflix/87zrazsazr4a9raz,0,0,1,1,1,1,-1,1,1,-1,-1
http://sgtechnozone.com/one/one/microsoft-drive/drive/secure/connection-login-secured/onedrive/files/,0,0,1,1,1,1,-1,1,1,-1,-1
https://evamarinamaduro.com/wp-includes/fonts/SunTrustOnline-Zelle/Online/login/Data/onlinebanking/suntrust.com/UI/login.html?sfdguyrt746fsrt4dtgrdy=,28,0,1,1,1,1,-1,1,1,-1,-1
https://a2plcpnl0618.prod.iad2.secureserver.net/~ycchchgf05h7/wp-content/uploads/et_temp/borabora/,0,0,1,1,-1,1,-1,1,1,-1,-1
http://rahmansirinn.com/wp-content/plugins/sploit/Made-In-China.com/login.htm,0,0,1,1,1,1,-1,1,1,1,-1
https://6602c412-67f3-4725-92eb-5c2ebb2c6166.htmlpasta.com/?3,-4,-52,1,-1,1,-1,-1,-1,1,1,-1
http://d6513d71-ee0e-41c3-8bda-83587ac4e863.htmlpasta.com/,26,54,1,-1,1,1,-1,-1,1,1,-1
http://8a8cbffc-c7f2-443a-8813-a94b118d9222.htmlpasta.com/,2,-52,1,-1,1,1,-1,-1,1,1,-1
http://0d000f38-ff72-449e-ab6e-b04f0eb2fe71.htmlpasta.com,-3,-53,1,-1,1,1,-1,-1,1,1,-1
https://573c4ed5-72ac-4157-96cf-fe0a358b5def.htmlpasta.com/,15,7,1,-1,1,-1,-1,-1,1,1,-1
http://www.followyourdreams.org.uk/delivery/my.dhl-com/my.dhl-com/,26,52,1,1,1,1,-1,1,1,1,-1
https://2b3a2372-5410-4587-b9a8-eeca1c8b096c.htmlpasta.com/?1,27,52,1,-1,1,1,-1,-1,1,1,-1
https://delovojstandart.ru/harareporters/BofA/bankofamerica.my.id=value8729/_cqr/login.boa/login.psp/start/BofA/Step3.php,25,1,1,1,1,1,-1,-1,1,-1,-1
http://000o4n8.wcomhost.com/smart/customer_center/customer-IDPP00C635/myaccount/success/?cmd=_session=&amp;f843b465c7466a3bdd1f6c1b75e8029a&amp;dispatch=335572cdde9b329310e6e7b0934c8e2587514bef,22,1,1,1,1,1,-1,-1,1,-1,-1
http://www.artsmooc.org/modules/forum/9aa46b1c80f77b319a4661a1a9bd420e/login.php?cmd=_account-details&amp;session=d052af08b20319c11654a02e918d3e8e&amp;dispatch=c64f26345c63c4406938d49c25e117c9ae71eb25,0,0,1,1,1,-1,-1,1,1,-1,-1
http://projektkolektyw.pl/po/%253f69a0e99a578b62a67503998b4e059bf9/,-1,-3,1,1,1,-1,1,-1,1,1,-1
http://ivangencheff.com.au/wp-includes/ads/857d8f77148e66f39abcafb79c639b76/login.php,0,0,1,1,1,1,-1,1,1,-1,-1
http://versache09.webcindario.com/app/facebook.com/?lang=en&amp;key=r70in,0,0,1,1,1,1,-1,1,1,1,-1
http://appleid.apple.com-en.securelineapps.com/IlOysTgNjFrGtHtEAwVo/,0,0,1,1,-1,1,-1,1,1,1,-1
https://errictandalex.kenaidanceta.com/www.spk.de/spk.sicherheit.htm,0,0,1,1,1,-1,-1,1,1,1,-1
http://hannibalelmistico.com/visi/care/signin/myaccount/signin/,0,1,1,1,1,-1,-1,-1,1,1,-1
http://sgtechnozone.com/one/one/microsoft-drive/drive/secure/connection-login-secured/onedrive/files/,0,0,1,1,1,1,-1,1,1,-1,-1
https://evamarinamaduro.com/wp-includes/fonts/SunTrustOnline-Zelle/Online/login/Data/onlinebanking/suntrust.com/UI/login.html?sfdguyrt746fsrt4dtgrdy=,28,2,1,1,1,1,-1,1,1,-1,-1
http://www.saequity.com/wp-includes/SimplePie/XML/~/DHL/index.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;;userid=abuse@yahoo.com.com,0,0,-1,1,1,-1,-1,1,1,-1,-1
http://clubeamigosdopedrosegundo.com.br/list/index.php?email=abuse@brain.net.pk,18,52,-1,1,1,1,-1,1,1,1,-1
http://ebanking-ch1.ubs.com.vissergoutsmits.nl/img/.x/ubs/page.php,26,2,1,1,-1,1,-1,-1,1,1,-1
http://a.a.3483.fhug.5875.dhirt.4989.rgkhr.594k.egih.dg4r4t.clearpointsupplies.com/5875.dhirt.4989.rgkhr.594k/,18,-52,1,1,-1,1,-1,1,1,-1,-1
http://www.doc.google.share.pressurecookerindia.com/clients/?7777772e646f632e676f6f676c652e73686172652e7072657373757265636f6f6b6572696e6469612e636f6d.php,0,0,1,1,-1,1,-1,1,1,-1,-1
http://stoaconsultores.es/pp/burbi1@aaa.com/it/webapps/mpp/home,6,-54,-1,1,1,-1,-1,-1,1,1,-1
http://aqw.grtry6.u678.ret.56576.gw.ret5y.q367.sdsd.q53g.clearpointsupplies.com/u678.ret.56576.gw.ret5y/my.screenname.aol.com/_cqr/login/confirm.php,26,-55,1,1,-1,-1,-1,1,1,-1,-1
http://remove-ca-codes.webstarts.com/,30,-49,1,1,1,-1,-1,1,1,1,-1
http://valallos.labellemontagne.com/wp-content/daily_activity/2015-06-10_activite.html,3,-2,1,1,1,1,-1,-1,1,-1,-1
http://facebookteste.comunidades.net/,15,1,1,1,1,-1,-1,-1,1,1,-1
http://cache.nebula.phx3.secureserver.net/obj/MTcwODRCRjk2NEFCMEE2QjcxNzI6ZDBiMjVhZDdjZDQ4MTliZTcwZjFiNmFhNDljM2IwYjY6Ojo6,0,0,1,1,-1,1,-1,1,1,-1,-1
http://exchangedictionary.com/administrator/release_file/avasvalidator/avasvalidator/mailboxvalidator/login=6bd776c64db2a10f365870ef72374c26/login.php?reff=6d4e4d40ca9e9c3c843dc9023d56ae75,0,0,1,1,1,-1,-1,-1,1,-1,-1
http://pachafloripa.com.br/Financeiro/?8ux7xyx6xtx5xrx4xexrx5x6x7xhx6xgx5xfx4xdx5xfxgx6x0ppo9i8u7y6t5r432q1qaswdefrgthyjukiolmnbvcxzasdfghjklpoiuytrewq1234567890h7g65f4d5fg6h76v54cx3x4c5v6bv5c4x3z2s34f5g6h7j8k9lk8j7h6g5f4d3s2aw3exrx4x5xtx6xyxux7xix8xox9xix8x7xjxhx6gx5xfx4xcxxx3x2xzxsx3xdxfx4x5xgxh6xj7k8j7h65tr4e3w23er45t6y76hg5f4d3sd4f5g65vc4x3z2s3df45gh6j7kjh6g5f4d3s2aw3e4r5t6y,0,0,1,1,1,1,-1,1,1,-1,-1
http://nexus.centre.free.fr/site/components/com_content/models/page.php,27,-50,1,1,1,-1,-1,1,1,1,-1
http://mindsetthinking.com/MIND_Donations1.html,10,0,1,1,1,-1,-1,-1,1,1,-1
http://stcroixlofts.com/inc/manager/config/auth/log/93a27e7d0bb4108de1a0fb92dcb79b88ZTM3MWMwZWJiOTJmNjNlODhiMThjOTQxMWE2MTE3MTk=/resolution/websc_login/,0,-5,1,1,1,1,-1,1,1,-1,-1
http://saequity.com/wp-includes/SimplePie/XML/~/DHL/index.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;%3B%3Buserid=abuse%40yahoo.com.com,0,0,1,1,1,-1,-1,1,1,-1,-1
http://aicai.it/articoli/calendario/images/config/alegati/css/images/css/,1,-1,1,1,1,1,-1,-1,1,1,-1
https://2b3a2372-5410-4587-b9a8-eeca1c8b096c.htmlpasta.com/?2,27,52,1,-1,1,1,-1,-1,1,1,-1
http://beyondstateofmind.com/wp-content/plugins/apikey/reds.html,0,0,1,1,1,1,-1,1,1,1,-1
http://jayde.com,9,-51,1,1,1,1,1,1,1,1,1
http://me.undip.ac.id/pl/app/signinhttp://socialnyobmen.org.ru/,21,0,1,1,1,1,-1,1,1,1,-1
http://paypal.co.uk.userwrfumybhf5e.settingsppup.com/id1/?eml=&amp;cmd=form_submit&amp;dispatch=34xsd45423d1zmw241234zxadvzvh24af23d60,27,-1,1,1,-1,1,-1,1,1,-1,-1
http://msn.com,6,-1,1,1,1,1,1,-1,1,1,1
http://liligo.de,11,3,1,1,1,1,-1,-1,1,1,1
http://quora.com,0,1,1,1,1,-1,1,-1,1,1,1
http://miramedical.com/zm.htm,0,0,1,1,1,1,-1,1,1,1,-1
http://tumblr.com,-1,0,1,1,1,-1,1,-1,1,1,1
http://jayde.com,9,-51,1,1,1,1,1,1,1,1,1
https://2b3a2372-5410-4587-b9a8-eeca1c8b096c.htmlpasta.com/?2,27,52,1,-1,1,1,-1,-1,1,1,-1
http://beyondstateofmind.com/wp-content/plugins/apikey/reds.html,0,0,1,1,1,1,-1,1,1,1,-1
http://aaaaa.the4orce.net/,0,0,1,1,1,1,-1,1,1,1,-1
http://quora.com,0,1,1,1,1,-1,1,-1,1,1,1
http://fakebok.blogcu.com/,5,-2,1,1,1,-1,-1,-1,1,1,-1
http://bestchasnge.pp.ru/,7,-51,1,1,1,1,-1,-1,1,1,-1
http://tumblr.com,-1,0,1,1,1,-1,1,-1,1,1,1
http://2cbit.org.ru/,-4,2,1,1,1,-1,-1,-1,1,1,-1
