http://goal.com,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
http://gocabincrew.com,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1
http://goodreads.com,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
http://google-maps.pro,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1
http://google.ae,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1
http://googlevideo.com,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1
http://goracine.org,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1
http://govinfo.me,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://govtstaffnews.in,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
http://gpagamentos.com.br,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1

http://gplzone.com,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1
http://gpw.pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://flaviosimonetti.de,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
http://flickr.com,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://flightclub.com,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1
http://cs-quality.ru,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1
http://diply.com,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://albawabhnews.com,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
http://alcozavr.com,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://alessandrostabile.com,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1
http://alexandrerochet.com,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1
http://alherabd.com,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1
http://alhind.com,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
http://alice.org,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://discobelle.net,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1
http://discogs.com,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
http://discordapp.com,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
http://disneylandparis.ie,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1
http://divar.ir,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1
http://dlapkandroid.org,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
http://dmm.co.jp,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1
http://dnb.co.in,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1
http://doaat.com,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1
http://dollmagic.ru,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
http://dom2.love,1,1,1,1,1,1,1,1,1,1,1,1,1,1
http://domainclub.org,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1
http://dorsetcereals.co.uk,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1
http://dosugrost.com,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1
http://dosya.pro,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
http://doubleclick.net,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
